task_id,selected_source,selected_model_path,selected_estimated_cost,selected_file_size_bytes,archive_valid,archive_estimated_cost,archive_file_size_bytes,archive_failure_reason,current_valid,current_estimated_cost,current_file_size_bytes,current_failure_reason
task199,archive,outputs\archive_all_repaired_verified_onnx\task199.onnx,378,2948,True,378,2948,,False,,,missing_model
task200,archive,outputs\archive_all_repaired_verified_onnx\task200.onnx,990050,797905,True,990050,797905,,False,,,missing_model
task201,archive,outputs\archive_all_repaired_verified_onnx\task201.onnx,3246,10924,True,3246,10924,,False,,,missing_model
task202,archive,outputs\archive_all_repaired_verified_onnx\task202.onnx,50,3582,True,50,3582,,False,,,missing_model
task203,archive,outputs\archive_all_repaired_verified_onnx\task203.onnx,3544,6437,True,3544,6437,,False,,,missing_model
task204,archive,outputs\archive_all_repaired_verified_onnx\task204.onnx,3202,5801,True,3202,5801,,False,,,missing_model
task205,archive,outputs\archive_all_repaired_verified_onnx\task205.onnx,1114,48510,True,1114,48510,,False,,,missing_model
task206,archive,outputs\archive_all_repaired_verified_onnx\task206.onnx,1020,20303,True,1020,20303,,False,,,missing_model
task207,archive,outputs\archive_all_repaired_verified_onnx\task207.onnx,307,2330,True,307,2330,,True,93935,144684,
task208,archive,outputs\archive_all_repaired_verified_onnx\task208.onnx,1806,15885,True,1806,15885,,False,,,missing_model
task209,archive,outputs\archive_all_repaired_verified_onnx\task209.onnx,1170350,1294052,True,1170350,1294052,,False,,,missing_model
task210,archive,outputs\archive_all_repaired_verified_onnx\task210.onnx,270,479,True,270,479,,True,4563,4053,
task211,archive,outputs\archive_all_repaired_verified_onnx\task211.onnx,9000,7454,True,9000,7454,,False,,,missing_model
task212,archive,outputs\archive_all_repaired_verified_onnx\task212.onnx,1321,6853,True,1321,6853,,False,,,missing_model
task213,archive,outputs\archive_all_repaired_verified_onnx\task213.onnx,660,25091,True,660,25091,,False,,,missing_model
task214,archive,outputs\archive_all_repaired_verified_onnx\task214.onnx,9000,7454,True,9000,7454,,False,,,missing_model
task215,archive,outputs\archive_all_repaired_verified_onnx\task215.onnx,559,4015,True,559,4015,,False,,,missing_model
task216,archive,outputs\archive_all_repaired_verified_onnx\task216.onnx,888,20396,True,888,20396,,False,,,missing_model
task217,archive,outputs\archive_all_repaired_verified_onnx\task217.onnx,5649,7268,True,5649,7268,,False,,,missing_model
task218,archive,outputs\archive_all_repaired_verified_onnx\task218.onnx,328,9594,True,328,9594,,False,,,missing_model
task219,archive,outputs\archive_all_repaired_verified_onnx\task219.onnx,16894,87016,True,16894,87016,,False,,,missing_model
task220,archive,outputs\archive_all_repaired_verified_onnx\task220.onnx,4500,3798,True,4500,3798,,False,,,missing_model
task221,archive,outputs\archive_all_repaired_verified_onnx\task221.onnx,15246,13333,True,15246,13333,,False,,,missing_model
task222,archive,outputs\archive_all_repaired_verified_onnx\task222.onnx,405,2578,True,405,2578,,False,,,missing_model
task223,current,outputs\archive_all_repaired_verified_onnx\task223.onnx,4563,4053,True,4563,4053,,True,4563,4053,
task224,archive,outputs\archive_all_repaired_verified_onnx\task224.onnx,1240,7753,True,1240,7753,,False,,,missing_model
task225,archive,outputs\archive_all_repaired_verified_onnx\task225.onnx,3168,5386,True,3168,5386,,False,,,missing_model
task226,archive,outputs\archive_all_repaired_verified_onnx\task226.onnx,867,4694,True,867,4694,,False,,,missing_model
task227,archive,outputs\archive_all_repaired_verified_onnx\task227.onnx,339,1435,True,339,1435,,False,,,missing_model
task228,archive,outputs\archive_all_repaired_verified_onnx\task228.onnx,562,4406,True,562,4406,,False,,,missing_model
task229,archive,outputs\archive_all_repaired_verified_onnx\task229.onnx,357,1735,True,357,1735,,False,,,missing_model
task230,archive,outputs\archive_all_repaired_verified_onnx\task230.onnx,4500,3798,True,4500,3798,,False,,,missing_model
task231,archive,outputs\archive_all_repaired_verified_onnx\task231.onnx,866,3468,True,866,3468,,False,,,missing_model
task232,archive,outputs\archive_all_repaired_verified_onnx\task232.onnx,389,2435,True,389,2435,,False,,,missing_model
task233,archive,outputs\archive_all_repaired_verified_onnx\task233.onnx,668250,938774,True,668250,938774,,False,,,missing_model
task234,archive,outputs\archive_all_repaired_verified_onnx\task234.onnx,4350,8333,True,4350,8333,,False,,,missing_model
task235,archive,outputs\archive_all_repaired_verified_onnx\task235.onnx,750,3931,True,750,3931,,False,,,missing_model
task236,archive,outputs\archive_all_repaired_verified_onnx\task236.onnx,322,1511,True,322,1511,,True,2555,2747,
task237,archive,outputs\archive_all_repaired_verified_onnx\task237.onnx,317,2237,True,317,2237,,False,,,missing_model
task238,archive,outputs\archive_all_repaired_verified_onnx\task238.onnx,4527,11927,True,4527,11927,,False,,,missing_model
task239,archive,outputs\archive_all_repaired_verified_onnx\task239.onnx,1284,4143,True,1284,4143,,False,,,missing_model
task240,archive,outputs\archive_all_repaired_verified_onnx\task240.onnx,582,3953,True,582,3953,,False,,,missing_model
task241,archive,outputs\archive_all_repaired_verified_onnx\task241.onnx,0,170,True,0,170,,False,,,missing_model
task242,archive,outputs\archive_all_repaired_verified_onnx\task242.onnx,324,2031,True,324,2031,,False,,,missing_model
task243,archive,outputs\archive_all_repaired_verified_onnx\task243.onnx,244,23604,True,244,23604,,False,,,missing_model
task244,archive,outputs\archive_all_repaired_verified_onnx\task244.onnx,761,6538,True,761,6538,,False,,,missing_model
task245,archive,outputs\archive_all_repaired_verified_onnx\task245.onnx,2537,6141,True,2537,6141,,False,,,missing_model
task246,archive,outputs\archive_all_repaired_verified_onnx\task246.onnx,1079,3824,True,1079,3824,,False,,,missing_model
task247,archive,outputs\archive_all_repaired_verified_onnx\task247.onnx,241,2056,True,241,2056,,False,,,missing_model
task248,archive,outputs\archive_all_repaired_verified_onnx\task248.onnx,270,2328,True,270,2328,,False,,,missing_model
task249,archive,outputs\archive_all_repaired_verified_onnx\task249.onnx,1699,2901,True,1699,2901,,False,,,missing_model
task250,archive,outputs\archive_all_repaired_verified_onnx\task250.onnx,1354,13543,True,1354,13543,,False,,,missing_model
task251,current,outputs\archive_all_repaired_verified_onnx\task251.onnx,205,12507,True,205,12507,,True,205,12507,
task252,archive,outputs\archive_all_repaired_verified_onnx\task252.onnx,2570,4879,True,2570,4879,,False,,,missing_model
task253,archive,outputs\archive_all_repaired_verified_onnx\task253.onnx,2407,3510,True,2407,3510,,False,,,missing_model
task254,archive,outputs\archive_all_repaired_verified_onnx\task254.onnx,1086,6052,True,1086,6052,,False,,,missing_model
task255,archive,outputs\archive_all_repaired_verified_onnx\task255.onnx,58680,106804,True,58680,106804,,False,,,missing_model
task256,archive,outputs\archive_all_repaired_verified_onnx\task256.onnx,6313,8793,True,6313,8793,,False,,,missing_model
task257,archive,outputs\archive_all_repaired_verified_onnx\task257.onnx,409,1669,True,409,1669,,False,,,missing_model
task258,current,outputs\archive_all_repaired_verified_onnx\task258.onnx,565,1476,True,565,1476,,True,565,1476,
task259,archive,outputs\archive_all_repaired_verified_onnx\task259.onnx,382,3882,True,382,3882,,True,1113,3759,
task260,archive,outputs\archive_all_repaired_verified_onnx\task260.onnx,778,3320,True,778,3320,,False,,,missing_model
task261,archive,outputs\archive_all_repaired_verified_onnx\task261.onnx,1000,995,True,1000,995,,False,,,missing_model
task262,archive,outputs\archive_all_repaired_verified_onnx\task262.onnx,253,1329,True,253,1329,,False,,,missing_model
task263,archive,outputs\archive_all_repaired_verified_onnx\task263.onnx,456,10867,True,456,10867,,False,,,missing_model
task264,archive,outputs\archive_all_repaired_verified_onnx\task264.onnx,3234,10074,True,3234,10074,,False,,,missing_model
task265,archive,outputs\archive_all_repaired_verified_onnx\task265.onnx,513,3110,True,513,3110,,False,,,missing_model
task266,archive,outputs\archive_all_repaired_verified_onnx\task266.onnx,4605,4206,True,4605,4206,,False,,,missing_model
task267,current,outputs\archive_all_repaired_verified_onnx\task267.onnx,500,599,True,500,599,,True,500,599,
task268,archive,outputs\archive_all_repaired_verified_onnx\task268.onnx,791,19789,True,791,19789,,False,,,missing_model
task269,archive,outputs\archive_all_repaired_verified_onnx\task269.onnx,568,3349,True,568,3349,,False,,,missing_model
task270,archive,outputs\archive_all_repaired_verified_onnx\task270.onnx,2660,10862,True,2660,10862,,False,,,missing_model
task271,archive,outputs\archive_all_repaired_verified_onnx\task271.onnx,439,1993,True,439,1993,,False,,,missing_model
task272,current,outputs\archive_all_repaired_verified_onnx\task272.onnx,560,1383,True,560,1383,,True,560,1383,
task273,archive,outputs\archive_all_repaired_verified_onnx\task273.onnx,270,2414,True,270,2414,,False,,,missing_model
task274,archive,outputs\archive_all_repaired_verified_onnx\task274.onnx,2057,3619,True,2057,3619,,False,,,missing_model
task275,archive,outputs\archive_all_repaired_verified_onnx\task275.onnx,8736,24193,True,8736,24193,,False,,,missing_model
task276,archive,outputs\archive_all_repaired_verified_onnx\task276.onnx,90,217,True,90,217,,True,500,599,
task277,archive,outputs\archive_all_repaired_verified_onnx\task277.onnx,29994,57173,True,29994,57173,,False,,,missing_model
task278,archive,outputs\archive_all_repaired_verified_onnx\task278.onnx,1923,3294,True,1923,3294,,False,,,missing_model
task279,archive,outputs\archive_all_repaired_verified_onnx\task279.onnx,1510,4658,True,1510,4658,,False,,,missing_model
task280,archive,outputs\archive_all_repaired_verified_onnx\task280.onnx,396,16655,True,396,16655,,False,,,missing_model
task281,archive,outputs\archive_all_repaired_verified_onnx\task281.onnx,2499,7659,True,2499,7659,,False,,,missing_model
task282,archive,outputs\archive_all_repaired_verified_onnx\task282.onnx,4500,3798,True,4500,3798,,False,,,missing_model
task283,archive,outputs\archive_all_repaired_verified_onnx\task283.onnx,4605,4206,True,4605,4206,,False,,,missing_model
task284,archive,outputs\archive_all_repaired_verified_onnx\task284.onnx,19017,30975,True,19017,30975,,False,,,missing_model
task285,archive,outputs\archive_all_repaired_verified_onnx\task285.onnx,15191,42591,True,15191,42591,,False,,,missing_model
task286,archive,outputs\archive_all_repaired_verified_onnx\task286.onnx,4145,13714,True,4145,13714,,False,,,missing_model
task287,archive,outputs\archive_all_repaired_verified_onnx\task287.onnx,256,1706,True,256,1706,,True,2250,2587,
task288,archive,outputs\archive_all_repaired_verified_onnx\task288.onnx,821,13869,True,821,13869,,False,,,missing_model
task289,archive,outputs\archive_all_repaired_verified_onnx\task289.onnx,520,2883,True,520,2883,,False,,,missing_model
task290,current,outputs\archive_all_repaired_verified_onnx\task290.onnx,713,4864,True,713,4864,,True,713,4864,
task291,archive,outputs\archive_all_repaired_verified_onnx\task291.onnx,4731,6009,True,4731,6009,,True,6863,5569,
task292,archive,outputs\archive_all_repaired_verified_onnx\task292.onnx,621,1411,True,621,1411,,False,,,missing_model
task293,archive,outputs\archive_all_repaired_verified_onnx\task293.onnx,4377,9897,True,4377,9897,,False,,,missing_model
task294,current,outputs\archive_all_repaired_verified_onnx\task294.onnx,565,1476,True,565,1476,,True,565,1476,
task295,archive,outputs\archive_all_repaired_verified_onnx\task295.onnx,389,2771,True,389,2771,,False,,,missing_model
task296,archive,outputs\archive_all_repaired_verified_onnx\task296.onnx,1877,2843,True,1877,2843,,False,,,missing_model
task297,archive,outputs\archive_all_repaired_verified_onnx\task297.onnx,428,2778,True,428,2778,,False,,,missing_model
task298,archive,outputs\archive_all_repaired_verified_onnx\task298.onnx,2786,5059,True,2786,5059,,False,,,missing_model
task299,archive,outputs\archive_all_repaired_verified_onnx\task299.onnx,414,1980,True,414,1980,,False,,,missing_model
task300,archive,outputs\archive_all_repaired_verified_onnx\task300.onnx,1113,4688,True,1113,4688,,False,,,missing_model
task301,archive,outputs\archive_all_repaired_verified_onnx\task301.onnx,16567,19240,True,16567,19240,,False,,,missing_model
task302,archive,outputs\archive_all_repaired_verified_onnx\task302.onnx,257,3609,True,257,3609,,False,,,missing_model
task303,archive,outputs\archive_all_repaired_verified_onnx\task303.onnx,1550,2084,True,1550,2084,,False,,,missing_model
task304,archive,outputs\archive_all_repaired_verified_onnx\task304.onnx,538,2136,True,538,2136,,False,,,missing_model
task305,archive,outputs\archive_all_repaired_verified_onnx\task305.onnx,1452,1865,True,1452,1865,,False,,,missing_model
task306,archive,outputs\archive_all_repaired_verified_onnx\task306.onnx,610,4101,True,610,4101,,False,,,missing_model
task307,current,outputs\archive_all_repaired_verified_onnx\task307.onnx,4563,4053,True,4563,4053,,True,4563,4053,
task308,archive,outputs\archive_all_repaired_verified_onnx\task308.onnx,978,6118,True,978,6118,,False,,,missing_model
task309,archive,outputs\archive_all_repaired_verified_onnx\task309.onnx,90,217,True,90,217,,True,500,599,
task310,archive,outputs\archive_all_repaired_verified_onnx\task310.onnx,2553,5449,True,2553,5449,,False,,,missing_model
task311,archive,outputs\archive_all_repaired_verified_onnx\task311.onnx,270,479,True,270,479,,True,4563,4053,
task312,archive,outputs\archive_all_repaired_verified_onnx\task312.onnx,171,1202,True,171,1202,,False,,,missing_model
task313,archive,outputs\archive_all_repaired_verified_onnx\task313.onnx,40857,39887,True,40857,39887,,False,,,missing_model
task314,archive,outputs\archive_all_repaired_verified_onnx\task314.onnx,1558,28414,True,1558,28414,,False,,,missing_model
task315,archive,outputs\archive_all_repaired_verified_onnx\task315.onnx,551,1520,True,551,1520,,False,,,missing_model
task316,archive,outputs\archive_all_repaired_verified_onnx\task316.onnx,276,5537,True,276,5537,,False,,,missing_model
task317,archive,outputs\archive_all_repaired_verified_onnx\task317.onnx,4500,3798,True,4500,3798,,False,,,missing_model
task318,archive,outputs\archive_all_repaired_verified_onnx\task318.onnx,322,1569,True,322,1569,,True,2550,2647,
task319,archive,outputs\archive_all_repaired_verified_onnx\task319.onnx,78739,247340,True,78739,247340,,False,,,missing_model
task320,archive,outputs\archive_all_repaired_verified_onnx\task320.onnx,565,2183,True,565,2183,,False,,,missing_model
task321,archive,outputs\archive_all_repaired_verified_onnx\task321.onnx,731,2449,True,731,2449,,False,,,missing_model
task322,archive,outputs\archive_all_repaired_verified_onnx\task322.onnx,185,1194,True,185,1194,,False,,,missing_model
task323,archive,outputs\archive_all_repaired_verified_onnx\task323.onnx,2999,11252,True,2999,11252,,False,,,missing_model
task324,archive,outputs\archive_all_repaired_verified_onnx\task324.onnx,20090,30635,True,20090,30635,,False,,,missing_model
task325,archive,outputs\archive_all_repaired_verified_onnx\task325.onnx,3996,5072,True,3996,5072,,False,,,missing_model
task326,archive,outputs\archive_all_repaired_verified_onnx\task326.onnx,54,388,True,54,388,,True,6363,5058,
task327,archive,outputs\archive_all_repaired_verified_onnx\task327.onnx,200,2235,True,200,2235,,False,,,missing_model
task328,archive,outputs\archive_all_repaired_verified_onnx\task328.onnx,9300,16269,True,9300,16269,,False,,,missing_model
task329,archive,outputs\archive_all_repaired_verified_onnx\task329.onnx,326,2361,True,326,2361,,False,,,missing_model
task330,archive,outputs\archive_all_repaired_verified_onnx\task330.onnx,6049,43441,True,6049,43441,,False,,,missing_model
task331,archive,outputs\archive_all_repaired_verified_onnx\task331.onnx,4605,4217,True,4605,4217,,False,,,missing_model
task332,archive,outputs\archive_all_repaired_verified_onnx\task332.onnx,1398,4135,True,1398,4135,,False,,,missing_model
task333,archive,outputs\archive_all_repaired_verified_onnx\task333.onnx,393,4379,True,393,4379,,False,,,missing_model
task334,archive,outputs\archive_all_repaired_verified_onnx\task334.onnx,1553,2063,True,1553,2063,,False,,,missing_model
task335,archive,outputs\archive_all_repaired_verified_onnx\task335.onnx,694,3914,True,694,3914,,False,,,missing_model
task336,archive,outputs\archive_all_repaired_verified_onnx\task336.onnx,505,5276,True,505,5276,,False,,,missing_model
task337,current,outputs\archive_all_repaired_verified_onnx\task337.onnx,50,238,True,50,238,,True,50,238,
task338,archive,outputs\archive_all_repaired_verified_onnx\task338.onnx,3335,5846,True,3335,5846,,False,,,missing_model
task339,archive,outputs\archive_all_repaired_verified_onnx\task339.onnx,636,2038,True,636,2038,,False,,,missing_model
task340,archive,outputs\archive_all_repaired_verified_onnx\task340.onnx,949,6593,True,949,6593,,False,,,missing_model
task341,archive,outputs\archive_all_repaired_verified_onnx\task341.onnx,2549,11979,True,2549,11979,,False,,,missing_model
task342,archive,outputs\archive_all_repaired_verified_onnx\task342.onnx,1258,4815,True,1258,4815,,False,,,missing_model
task343,archive,outputs\archive_all_repaired_verified_onnx\task343.onnx,2597,7569,True,2597,7569,,False,,,missing_model
task344,archive,outputs\archive_all_repaired_verified_onnx\task344.onnx,12605,10617,True,12605,10617,,False,,,missing_model
task345,archive,outputs\archive_all_repaired_verified_onnx\task345.onnx,4741,6721,True,4741,6721,,False,,,missing_model
task346,archive,outputs\archive_all_repaired_verified_onnx\task346.onnx,641,2236,True,641,2236,,True,6863,5569,
task347,archive,outputs\archive_all_repaired_verified_onnx\task347.onnx,339,1369,True,339,1369,,False,,,missing_model
task348,archive,outputs\archive_all_repaired_verified_onnx\task348.onnx,463,3000,True,463,3000,,False,,,missing_model
task349,archive,outputs\archive_all_repaired_verified_onnx\task349.onnx,258,8755,True,258,8755,,False,,,missing_model
task350,archive,outputs\archive_all_repaired_verified_onnx\task350.onnx,1473,2670,True,1473,2670,,False,,,missing_model
task351,archive,outputs\archive_all_repaired_verified_onnx\task351.onnx,354,3049,True,354,3049,,False,,,missing_model
task352,archive,outputs\archive_all_repaired_verified_onnx\task352.onnx,234,1398,True,234,1398,,True,565,1476,
task353,archive,outputs\archive_all_repaired_verified_onnx\task353.onnx,745,3244,True,745,3244,,False,,,missing_model
task354,archive,outputs\archive_all_repaired_verified_onnx\task354.onnx,1335,4335,True,1335,4335,,False,,,missing_model
task355,archive,outputs\archive_all_repaired_verified_onnx\task355.onnx,1057,4506,True,1057,4506,,True,6863,5569,
task356,archive,outputs\archive_all_repaired_verified_onnx\task356.onnx,394,2344,True,394,2344,,False,,,missing_model
task357,archive,outputs\archive_all_repaired_verified_onnx\task357.onnx,270,2328,True,270,2328,,False,,,missing_model
task358,archive,outputs\archive_all_repaired_verified_onnx\task358.onnx,1446,10944,True,1446,10944,,False,,,missing_model
task359,archive,outputs\archive_all_repaired_verified_onnx\task359.onnx,840,3909,True,840,3909,,False,,,missing_model
task360,archive,outputs\archive_all_repaired_verified_onnx\task360.onnx,320,1399,True,320,1399,,False,,,missing_model
task361,archive,outputs\archive_all_repaired_verified_onnx\task361.onnx,2337,6930,True,2337,6930,,False,,,missing_model
task362,archive,outputs\archive_all_repaired_verified_onnx\task362.onnx,804,2814,True,804,2814,,False,,,missing_model
task363,archive,outputs\archive_all_repaired_verified_onnx\task363.onnx,193941,170389,True,193941,170389,,False,,,missing_model
task364,archive,outputs\archive_all_repaired_verified_onnx\task364.onnx,1572,8082,True,1572,8082,,False,,,missing_model
task365,archive,outputs\archive_all_repaired_verified_onnx\task365.onnx,627,17605,True,627,17605,,False,,,missing_model
task366,archive,outputs\archive_all_repaired_verified_onnx\task366.onnx,266691,1269927,True,266691,1269927,,False,,,missing_model
task367,archive,outputs\archive_all_repaired_verified_onnx\task367.onnx,295949,293653,True,295949,293653,,False,,,missing_model
task368,archive,outputs\archive_all_repaired_verified_onnx\task368.onnx,511,14770,True,511,14770,,False,,,missing_model
task369,archive,outputs\archive_all_repaired_verified_onnx\task369.onnx,2717,4692,True,2717,4692,,False,,,missing_model
task370,archive,outputs\archive_all_repaired_verified_onnx\task370.onnx,5221,37248,True,5221,37248,,False,,,missing_model
task371,archive,outputs\archive_all_repaired_verified_onnx\task371.onnx,557,2475,True,557,2475,,False,,,missing_model
task372,archive,outputs\archive_all_repaired_verified_onnx\task372.onnx,270,1328,True,270,1328,,False,,,missing_model
task373,archive,outputs\archive_all_repaired_verified_onnx\task373.onnx,239,988,True,239,988,,False,,,missing_model
task374,archive,outputs\archive_all_repaired_verified_onnx\task374.onnx,2091,16450,True,2091,16450,,False,,,missing_model
task375,archive,outputs\archive_all_repaired_verified_onnx\task375.onnx,367,2214,True,367,2214,,False,,,missing_model
task376,archive,outputs\archive_all_repaired_verified_onnx\task376.onnx,343,2344,True,343,2344,,False,,,missing_model
task377,archive,outputs\archive_all_repaired_verified_onnx\task377.onnx,7019,19220,True,7019,19220,,False,,,missing_model
task378,archive,outputs\archive_all_repaired_verified_onnx\task378.onnx,2524,10496,True,2524,10496,,False,,,missing_model
task379,archive,outputs\archive_all_repaired_verified_onnx\task379.onnx,5370,10260,True,5370,10260,,False,,,missing_model
task380,archive,outputs\archive_all_repaired_verified_onnx\task380.onnx,149,531,True,149,531,,True,150,404,
task381,archive,outputs\archive_all_repaired_verified_onnx\task381.onnx,4709,5721,True,4709,5721,,False,,,missing_model
task382,archive,outputs\archive_all_repaired_verified_onnx\task382.onnx,54738,65997,True,54738,65997,,False,,,missing_model
task383,archive,outputs\archive_all_repaired_verified_onnx\task383.onnx,2829,6805,True,2829,6805,,False,,,missing_model
task384,archive,outputs\archive_all_repaired_verified_onnx\task384.onnx,1215,4542,True,1215,4542,,False,,,missing_model
task385,archive,outputs\archive_all_repaired_verified_onnx\task385.onnx,270,175,True,270,175,,True,2250,2587,
task386,archive,outputs\archive_all_repaired_verified_onnx\task386.onnx,339,1471,True,339,1471,,True,2550,2647,
task387,archive,outputs\archive_all_repaired_verified_onnx\task387.onnx,17344,89870,True,17344,89870,,False,,,missing_model
task388,archive,outputs\archive_all_repaired_verified_onnx\task388.onnx,1515,6368,True,1515,6368,,False,,,missing_model
task389,archive,outputs\archive_all_repaired_verified_onnx\task389.onnx,250,1421,True,250,1421,,False,,,missing_model
task390,archive,outputs\archive_all_repaired_verified_onnx\task390.onnx,5249,7851,True,5249,7851,,False,,,missing_model
task391,archive,outputs\archive_all_repaired_verified_onnx\task391.onnx,245,2841,True,245,2841,,False,,,missing_model
task392,archive,outputs\archive_all_repaired_verified_onnx\task392.onnx,11286,13503,True,11286,13503,,False,,,missing_model
task393,archive,outputs\archive_all_repaired_verified_onnx\task393.onnx,245,2433,True,245,2433,,False,,,missing_model
task394,archive,outputs\archive_all_repaired_verified_onnx\task394.onnx,311,5312,True,311,5312,,False,,,missing_model
task395,archive,outputs\archive_all_repaired_verified_onnx\task395.onnx,339,1479,True,339,1479,,False,,,missing_model
task396,archive,outputs\archive_all_repaired_verified_onnx\task396.onnx,115080,148123,True,115080,148123,,False,,,missing_model
task397,archive,outputs\archive_all_repaired_verified_onnx\task397.onnx,1099,7101,True,1099,7101,,False,,,missing_model
task398,archive,outputs\archive_all_repaired_verified_onnx\task398.onnx,6786,8768,True,6786,8768,,False,,,missing_model
task399,archive,outputs\archive_all_repaired_verified_onnx\task399.onnx,2144,1907,True,2144,1907,,False,,,missing_model
task400,archive,outputs\archive_all_repaired_verified_onnx\task400.onnx,345,3021,True,345,3021,,False,,,missing_model
