task_id,source_model_path,output_model_path,source_cost,output_cost,cost_delta,source_file_size_bytes,output_file_size_bytes,file_size_delta,removed_nodes,removed_inits,failure_reason
task133,outputs\current_6352_53_stack\overrides\task133.onnx,outputs\candidates\current_6352_53_zero_add_removed\task133_ZeroAddRemoved.onnx,641,641,0,24395,24395,0,0,0,no zero-add patterns found
task134,outputs\current_6352_53_stack\overrides\task134.onnx,outputs\candidates\current_6352_53_zero_add_removed\task134_ZeroAddRemoved.onnx,486,486,0,4599,4599,0,0,0,no zero-add patterns found
task135,outputs\current_6352_53_stack\overrides\task135.onnx,outputs\candidates\current_6352_53_zero_add_removed\task135_ZeroAddRemoved.onnx,0,0,0,251,251,0,0,0,no zero-add patterns found
task136,outputs\current_6352_53_stack\overrides\task136.onnx,outputs\candidates\current_6352_53_zero_add_removed\task136_ZeroAddRemoved.onnx,576,576,0,2827,2827,0,0,0,no zero-add patterns found
task137,outputs\current_6352_53_stack\overrides\task137.onnx,outputs\candidates\current_6352_53_zero_add_removed\task137_ZeroAddRemoved.onnx,2008,2008,0,2684,2684,0,0,0,no zero-add patterns found
task138,outputs\current_6352_53_stack\overrides\task138.onnx,outputs\candidates\current_6352_53_zero_add_removed\task138_ZeroAddRemoved.onnx,449,449,0,5476,5476,0,0,0,no zero-add patterns found
task139,outputs\current_6352_53_stack\overrides\task139.onnx,outputs\candidates\current_6352_53_zero_add_removed\task139_ZeroAddRemoved.onnx,988,988,0,3865,3865,0,0,0,no zero-add patterns found
task140,outputs\current_6352_53_stack\overrides\task140.onnx,outputs\candidates\current_6352_53_zero_add_removed\task140_ZeroAddRemoved.onnx,72,72,0,394,394,0,0,0,no zero-add patterns found
task141,outputs\current_6352_53_stack\overrides\task141.onnx,outputs\candidates\current_6352_53_zero_add_removed\task141_ZeroAddRemoved.onnx,447,447,0,1874,1874,0,0,0,no zero-add patterns found
task142,outputs\current_6352_53_stack\overrides\task142.onnx,outputs\candidates\current_6352_53_zero_add_removed\task142_ZeroAddRemoved.onnx,437,437,0,703,703,0,0,0,no zero-add patterns found
task143,outputs\current_6352_53_stack\overrides\task143.onnx,outputs\candidates\current_6352_53_zero_add_removed\task143_ZeroAddRemoved.onnx,441,441,0,2144,2144,0,0,0,no zero-add patterns found
task144,outputs\current_6352_53_stack\overrides\task144.onnx,outputs\candidates\current_6352_53_zero_add_removed\task144_ZeroAddRemoved.onnx,306,306,0,1321,1321,0,0,0,no zero-add patterns found
task145,outputs\current_6352_53_stack\overrides\task145.onnx,outputs\candidates\current_6352_53_zero_add_removed\task145_ZeroAddRemoved.onnx,2979,2979,0,19428,19428,0,0,0,no zero-add patterns found
task146,outputs\current_6352_53_stack\overrides\task146.onnx,outputs\candidates\current_6352_53_zero_add_removed\task146_ZeroAddRemoved.onnx,203,203,0,1894,1894,0,0,0,no zero-add patterns found
task147,outputs\current_6352_53_stack\overrides\task147.onnx,outputs\candidates\current_6352_53_zero_add_removed\task147_ZeroAddRemoved.onnx,4550,4550,0,3825,3825,0,0,0,no zero-add patterns found
task148,outputs\current_6352_53_stack\overrides\task148.onnx,outputs\candidates\current_6352_53_zero_add_removed\task148_ZeroAddRemoved.onnx,1221,1221,0,6750,6750,0,0,0,no zero-add patterns found
task149,outputs\current_6352_53_stack\overrides\task149.onnx,outputs\candidates\current_6352_53_zero_add_removed\task149_ZeroAddRemoved.onnx,455,455,0,859,859,0,0,0,no zero-add patterns found
task150,outputs\current_6352_53_stack\overrides\task150.onnx,outputs\candidates\current_6352_53_zero_add_removed\task150_ZeroAddRemoved.onnx,196,196,0,618,618,0,0,0,no zero-add patterns found
task151,outputs\current_6352_53_stack\overrides\task151.onnx,outputs\candidates\current_6352_53_zero_add_removed\task151_ZeroAddRemoved.onnx,4550,4550,0,3880,3880,0,0,0,no zero-add patterns found
task152,outputs\current_6352_53_stack\overrides\task152.onnx,outputs\candidates\current_6352_53_zero_add_removed\task152_ZeroAddRemoved.onnx,437,437,0,703,703,0,0,0,no zero-add patterns found
task153,outputs\current_6352_53_stack\overrides\task153.onnx,outputs\candidates\current_6352_53_zero_add_removed\task153_ZeroAddRemoved.onnx,806,806,0,8924,8924,0,0,0,no zero-add patterns found
task154,outputs\current_6352_53_stack\overrides\task154.onnx,outputs\candidates\current_6352_53_zero_add_removed\task154_ZeroAddRemoved.onnx,3182,3182,0,4963,4963,0,0,0,no zero-add patterns found
task155,outputs\current_6352_53_stack\overrides\task155.onnx,outputs\candidates\current_6352_53_zero_add_removed\task155_ZeroAddRemoved.onnx,196,196,0,618,618,0,0,0,no zero-add patterns found
task156,outputs\current_6352_53_stack\overrides\task156.onnx,outputs\candidates\current_6352_53_zero_add_removed\task156_ZeroAddRemoved.onnx,5852,5852,0,26646,26646,0,0,0,no zero-add patterns found
task157,outputs\current_6352_53_stack\overrides\task157.onnx,outputs\candidates\current_6352_53_zero_add_removed\task157_ZeroAddRemoved.onnx,3197,3197,0,182274,182274,0,0,0,no zero-add patterns found
task158,outputs\current_6352_53_stack\overrides\task158.onnx,outputs\candidates\current_6352_53_zero_add_removed\task158_ZeroAddRemoved.onnx,2147,2147,0,21848,21848,0,0,0,no zero-add patterns found
task159,outputs\current_6352_53_stack\overrides\task159.onnx,outputs\candidates\current_6352_53_zero_add_removed\task159_ZeroAddRemoved.onnx,12549,12549,0,12822,12822,0,0,0,no zero-add patterns found
task160,outputs\current_6352_53_stack\overrides\task160.onnx,outputs\candidates\current_6352_53_zero_add_removed\task160_ZeroAddRemoved.onnx,363,363,0,2171,2171,0,0,0,no zero-add patterns found
task161,outputs\current_6352_53_stack\overrides\task161.onnx,outputs\candidates\current_6352_53_zero_add_removed\task161_ZeroAddRemoved.onnx,197,197,0,2998,2998,0,0,0,no zero-add patterns found
task162,outputs\current_6352_53_stack\overrides\task162.onnx,outputs\candidates\current_6352_53_zero_add_removed\task162_ZeroAddRemoved.onnx,183,183,0,2268,2268,0,0,0,no zero-add patterns found
task163,outputs\current_6352_53_stack\overrides\task163.onnx,outputs\candidates\current_6352_53_zero_add_removed\task163_ZeroAddRemoved.onnx,5643,5643,0,8017,8017,0,0,0,no zero-add patterns found
task164,outputs\current_6352_53_stack\overrides\task164.onnx,outputs\candidates\current_6352_53_zero_add_removed\task164_ZeroAddRemoved.onnx,270,270,0,479,479,0,0,0,no zero-add patterns found
task165,outputs\current_6352_53_stack\overrides\task165.onnx,outputs\candidates\current_6352_53_zero_add_removed\task165_ZeroAddRemoved.onnx,3162,3162,0,5614,5614,0,0,0,no zero-add patterns found
task166,outputs\current_6352_53_stack\overrides\task166.onnx,outputs\candidates\current_6352_53_zero_add_removed\task166_ZeroAddRemoved.onnx,267,267,0,1337,1337,0,0,0,no zero-add patterns found
task167,outputs\current_6352_53_stack\overrides\task167.onnx,outputs\candidates\current_6352_53_zero_add_removed\task167_ZeroAddRemoved.onnx,492,492,0,1420,1420,0,0,0,no zero-add patterns found
task168,outputs\current_6352_53_stack\overrides\task168.onnx,outputs\candidates\current_6352_53_zero_add_removed\task168_ZeroAddRemoved.onnx,675,675,0,4620,4620,0,0,0,no zero-add patterns found
task169,outputs\current_6352_53_stack\overrides\task169.onnx,outputs\candidates\current_6352_53_zero_add_removed\task169_ZeroAddRemoved.onnx,2436,2436,0,7208,7208,0,0,0,no zero-add patterns found
task170,outputs\current_6352_53_stack\overrides\task170.onnx,outputs\candidates\current_6352_53_zero_add_removed\task170_ZeroAddRemoved.onnx,1440,1440,0,50301,50301,0,0,0,no zero-add patterns found
task171,outputs\current_6352_53_stack\overrides\task171.onnx,outputs\candidates\current_6352_53_zero_add_removed\task171_ZeroAddRemoved.onnx,4550,4550,0,3825,3825,0,0,0,no zero-add patterns found
task172,outputs\current_6352_53_stack\overrides\task172.onnx,outputs\candidates\current_6352_53_zero_add_removed\task172_ZeroAddRemoved.onnx,270,270,0,479,479,0,0,0,no zero-add patterns found
task173,outputs\current_6352_53_stack\overrides\task173.onnx,outputs\candidates\current_6352_53_zero_add_removed\task173_ZeroAddRemoved.onnx,12944,12944,0,27588,27200,-388,14,0,
task174,outputs\current_6352_53_stack\overrides\task174.onnx,outputs\candidates\current_6352_53_zero_add_removed\task174_ZeroAddRemoved.onnx,547,542,-5,4896,4818,-78,2,1,
task175,outputs\current_6352_53_stack\overrides\task175.onnx,outputs\candidates\current_6352_53_zero_add_removed\task175_ZeroAddRemoved.onnx,10069,10069,0,8709,8709,0,0,0,no zero-add patterns found
task176,outputs\current_6352_53_stack\overrides\task176.onnx,outputs\candidates\current_6352_53_zero_add_removed\task176_ZeroAddRemoved.onnx,504,504,0,1126,1126,0,0,0,no zero-add patterns found
task177,outputs\current_6352_53_stack\overrides\task177.onnx,outputs\candidates\current_6352_53_zero_add_removed\task177_ZeroAddRemoved.onnx,592,592,0,3077,3077,0,0,0,no zero-add patterns found
task178,outputs\current_6352_53_stack\overrides\task178.onnx,outputs\candidates\current_6352_53_zero_add_removed\task178_ZeroAddRemoved.onnx,755,755,0,6317,6317,0,0,0,no zero-add patterns found
task179,outputs\current_6352_53_stack\overrides\task179.onnx,outputs\candidates\current_6352_53_zero_add_removed\task179_ZeroAddRemoved.onnx,0,0,0,170,170,0,0,0,no zero-add patterns found
task180,outputs\current_6352_53_stack\overrides\task180.onnx,outputs\candidates\current_6352_53_zero_add_removed\task180_ZeroAddRemoved.onnx,2838,2838,0,2525,2525,0,0,0,no zero-add patterns found
task181,outputs\current_6352_53_stack\overrides\task181.onnx,outputs\candidates\current_6352_53_zero_add_removed\task181_ZeroAddRemoved.onnx,672,672,0,3083,3083,0,0,0,no zero-add patterns found
task182,outputs\current_6352_53_stack\overrides\task182.onnx,outputs\candidates\current_6352_53_zero_add_removed\task182_ZeroAddRemoved.onnx,3574,3574,0,11274,11274,0,0,0,no zero-add patterns found
task183,outputs\current_6352_53_stack\overrides\task183.onnx,outputs\candidates\current_6352_53_zero_add_removed\task183_ZeroAddRemoved.onnx,190,190,0,3009,3009,0,0,0,no zero-add patterns found
task184,outputs\current_6352_53_stack\overrides\task184.onnx,outputs\candidates\current_6352_53_zero_add_removed\task184_ZeroAddRemoved.onnx,48350,48350,0,43202,43202,0,0,0,no zero-add patterns found
task185,outputs\current_6352_53_stack\overrides\task185.onnx,outputs\candidates\current_6352_53_zero_add_removed\task185_ZeroAddRemoved.onnx,613,613,0,3227,3227,0,0,0,no zero-add patterns found
task186,outputs\current_6352_53_stack\overrides\task186.onnx,outputs\candidates\current_6352_53_zero_add_removed\task186_ZeroAddRemoved.onnx,156,156,0,888,888,0,0,0,no zero-add patterns found
task187,outputs\current_6352_53_stack\overrides\task187.onnx,outputs\candidates\current_6352_53_zero_add_removed\task187_ZeroAddRemoved.onnx,1894,1894,0,9705,9705,0,0,0,no zero-add patterns found
task188,outputs\current_6352_53_stack\overrides\task188.onnx,outputs\candidates\current_6352_53_zero_add_removed\task188_ZeroAddRemoved.onnx,312,312,0,3259,3259,0,0,0,no zero-add patterns found
task189,outputs\current_6352_53_stack\overrides\task189.onnx,outputs\candidates\current_6352_53_zero_add_removed\task189_ZeroAddRemoved.onnx,1449,1449,0,10578,10578,0,0,0,no zero-add patterns found
task190,outputs\current_6352_53_stack\overrides\task190.onnx,outputs\candidates\current_6352_53_zero_add_removed\task190_ZeroAddRemoved.onnx,1538,1538,0,8781,8781,0,0,0,no zero-add patterns found
task191,outputs\current_6352_53_stack\overrides\task191.onnx,outputs\candidates\current_6352_53_zero_add_removed\task191_ZeroAddRemoved.onnx,1647,1647,0,6249,6249,0,0,0,no zero-add patterns found
task192,outputs\current_6352_53_stack\overrides\task192.onnx,outputs\candidates\current_6352_53_zero_add_removed\task192_ZeroAddRemoved.onnx,436,436,0,2013,2013,0,0,0,no zero-add patterns found
task193,outputs\current_6352_53_stack\overrides\task193.onnx,outputs\candidates\current_6352_53_zero_add_removed\task193_ZeroAddRemoved.onnx,327,327,0,1925,1925,0,0,0,no zero-add patterns found
task194,outputs\current_6352_53_stack\overrides\task194.onnx,outputs\candidates\current_6352_53_zero_add_removed\task194_ZeroAddRemoved.onnx,437,437,0,703,703,0,0,0,no zero-add patterns found
task195,outputs\current_6352_53_stack\overrides\task195.onnx,outputs\candidates\current_6352_53_zero_add_removed\task195_ZeroAddRemoved.onnx,4073,4073,0,5381,5381,0,0,0,no zero-add patterns found
task196,outputs\current_6352_53_stack\overrides\task196.onnx,outputs\candidates\current_6352_53_zero_add_removed\task196_ZeroAddRemoved.onnx,342,342,0,3491,3491,0,0,0,no zero-add patterns found
task197,outputs\current_6352_53_stack\overrides\task197.onnx,outputs\candidates\current_6352_53_zero_add_removed\task197_ZeroAddRemoved.onnx,66,66,0,1223,1223,0,0,0,no zero-add patterns found
task198,outputs\current_6352_53_stack\overrides\task198.onnx,outputs\candidates\current_6352_53_zero_add_removed\task198_ZeroAddRemoved.onnx,5063,5063,0,7227,7175,-52,2,0,
task199,outputs\current_6352_53_stack\overrides\task199.onnx,outputs\candidates\current_6352_53_zero_add_removed\task199_ZeroAddRemoved.onnx,378,378,0,2948,2948,0,0,0,no zero-add patterns found
task200,outputs\current_6352_53_stack\overrides\task200.onnx,outputs\candidates\current_6352_53_zero_add_removed\task200_ZeroAddRemoved.onnx,326,326,0,3848,3848,0,0,0,no zero-add patterns found
task201,outputs\current_6352_53_stack\overrides\task201.onnx,outputs\candidates\current_6352_53_zero_add_removed\task201_ZeroAddRemoved.onnx,1374,1374,0,9475,9475,0,0,0,no zero-add patterns found
task202,outputs\current_6352_53_stack\overrides\task202.onnx,outputs\candidates\current_6352_53_zero_add_removed\task202_ZeroAddRemoved.onnx,152,152,0,2010,2010,0,0,0,no zero-add patterns found
task203,outputs\current_6352_53_stack\overrides\task203.onnx,outputs\candidates\current_6352_53_zero_add_removed\task203_ZeroAddRemoved.onnx,5632,5632,0,4878,4878,0,0,0,no zero-add patterns found
task204,outputs\current_6352_53_stack\overrides\task204.onnx,outputs\candidates\current_6352_53_zero_add_removed\task204_ZeroAddRemoved.onnx,5922,5922,0,6678,6678,0,0,0,no zero-add patterns found
task205,outputs\current_6352_53_stack\overrides\task205.onnx,outputs\candidates\current_6352_53_zero_add_removed\task205_ZeroAddRemoved.onnx,3521,3521,0,6928,6928,0,0,0,no zero-add patterns found
task206,outputs\current_6352_53_stack\overrides\task206.onnx,outputs\candidates\current_6352_53_zero_add_removed\task206_ZeroAddRemoved.onnx,362,362,0,3944,3944,0,0,0,no zero-add patterns found
task207,outputs\current_6352_53_stack\overrides\task207.onnx,outputs\candidates\current_6352_53_zero_add_removed\task207_ZeroAddRemoved.onnx,303,303,0,1979,1979,0,0,0,no zero-add patterns found
task208,outputs\current_6352_53_stack\overrides\task208.onnx,outputs\candidates\current_6352_53_zero_add_removed\task208_ZeroAddRemoved.onnx,1806,1806,0,16291,16291,0,0,0,no zero-add patterns found
task209,outputs\current_6352_53_stack\overrides\task209.onnx,outputs\candidates\current_6352_53_zero_add_removed\task209_ZeroAddRemoved.onnx,873,873,0,12230,12230,0,0,0,no zero-add patterns found
task210,outputs\current_6352_53_stack\overrides\task210.onnx,outputs\candidates\current_6352_53_zero_add_removed\task210_ZeroAddRemoved.onnx,270,270,0,479,479,0,0,0,no zero-add patterns found
task211,outputs\current_6352_53_stack\overrides\task211.onnx,outputs\candidates\current_6352_53_zero_add_removed\task211_ZeroAddRemoved.onnx,437,437,0,703,703,0,0,0,no zero-add patterns found
task212,outputs\current_6352_53_stack\overrides\task212.onnx,outputs\candidates\current_6352_53_zero_add_removed\task212_ZeroAddRemoved.onnx,618,618,0,5951,5951,0,0,0,no zero-add patterns found
task213,outputs\current_6352_53_stack\overrides\task213.onnx,outputs\candidates\current_6352_53_zero_add_removed\task213_ZeroAddRemoved.onnx,489,489,0,2314,2314,0,0,0,no zero-add patterns found
task214,outputs\current_6352_53_stack\overrides\task214.onnx,outputs\candidates\current_6352_53_zero_add_removed\task214_ZeroAddRemoved.onnx,407,407,0,679,679,0,0,0,no zero-add patterns found
task215,outputs\current_6352_53_stack\overrides\task215.onnx,outputs\candidates\current_6352_53_zero_add_removed\task215_ZeroAddRemoved.onnx,356,356,0,1688,1688,0,0,0,no zero-add patterns found
task216,outputs\current_6352_53_stack\overrides\task216.onnx,outputs\candidates\current_6352_53_zero_add_removed\task216_ZeroAddRemoved.onnx,893,893,0,10165,10165,0,0,0,no zero-add patterns found
task217,outputs\current_6352_53_stack\overrides\task217.onnx,outputs\candidates\current_6352_53_zero_add_removed\task217_ZeroAddRemoved.onnx,203,203,0,1350,1350,0,0,0,no zero-add patterns found
task218,outputs\current_6352_53_stack\overrides\task218.onnx,outputs\candidates\current_6352_53_zero_add_removed\task218_ZeroAddRemoved.onnx,330,330,0,5807,5807,0,0,0,no zero-add patterns found
task219,outputs\current_6352_53_stack\overrides\task219.onnx,outputs\candidates\current_6352_53_zero_add_removed\task219_ZeroAddRemoved.onnx,1628,1628,0,16584,16584,0,0,0,no zero-add patterns found
task220,outputs\current_6352_53_stack\overrides\task220.onnx,outputs\candidates\current_6352_53_zero_add_removed\task220_ZeroAddRemoved.onnx,4500,4500,0,3798,3798,0,0,0,no zero-add patterns found
task221,outputs\current_6352_53_stack\overrides\task221.onnx,outputs\candidates\current_6352_53_zero_add_removed\task221_ZeroAddRemoved.onnx,15226,15226,0,12415,12415,0,0,0,no zero-add patterns found
task222,outputs\current_6352_53_stack\overrides\task222.onnx,outputs\candidates\current_6352_53_zero_add_removed\task222_ZeroAddRemoved.onnx,405,405,0,2578,2578,0,0,0,no zero-add patterns found
task223,outputs\current_6352_53_stack\overrides\task223.onnx,outputs\candidates\current_6352_53_zero_add_removed\task223_ZeroAddRemoved.onnx,450,450,0,587,587,0,0,0,no zero-add patterns found
task224,outputs\current_6352_53_stack\overrides\task224.onnx,outputs\candidates\current_6352_53_zero_add_removed\task224_ZeroAddRemoved.onnx,690,690,0,4703,4703,0,0,0,no zero-add patterns found
task225,outputs\current_6352_53_stack\overrides\task225.onnx,outputs\candidates\current_6352_53_zero_add_removed\task225_ZeroAddRemoved.onnx,2387,2387,0,5688,5688,0,0,0,no zero-add patterns found
task226,outputs\current_6352_53_stack\overrides\task226.onnx,outputs\candidates\current_6352_53_zero_add_removed\task226_ZeroAddRemoved.onnx,621,621,0,4625,4625,0,0,0,no zero-add patterns found
task227,outputs\current_6352_53_stack\overrides\task227.onnx,outputs\candidates\current_6352_53_zero_add_removed\task227_ZeroAddRemoved.onnx,235,235,0,1175,1175,0,0,0,no zero-add patterns found
task228,outputs\current_6352_53_stack\overrides\task228.onnx,outputs\candidates\current_6352_53_zero_add_removed\task228_ZeroAddRemoved.onnx,492,492,0,2649,2649,0,0,0,no zero-add patterns found
task229,outputs\current_6352_53_stack\overrides\task229.onnx,outputs\candidates\current_6352_53_zero_add_removed\task229_ZeroAddRemoved.onnx,333,333,0,1379,1379,0,0,0,no zero-add patterns found
task230,outputs\current_6352_53_stack\overrides\task230.onnx,outputs\candidates\current_6352_53_zero_add_removed\task230_ZeroAddRemoved.onnx,4500,4500,0,3798,3798,0,0,0,no zero-add patterns found
task231,outputs\current_6352_53_stack\overrides\task231.onnx,outputs\candidates\current_6352_53_zero_add_removed\task231_ZeroAddRemoved.onnx,481,481,0,4556,4556,0,0,0,no zero-add patterns found
task232,outputs\current_6352_53_stack\overrides\task232.onnx,outputs\candidates\current_6352_53_zero_add_removed\task232_ZeroAddRemoved.onnx,273,273,0,1616,1616,0,0,0,no zero-add patterns found
task233,outputs\current_6352_53_stack\overrides\task233.onnx,outputs\candidates\current_6352_53_zero_add_removed\task233_ZeroAddRemoved.onnx,6293,6293,0,22915,22915,0,0,0,no zero-add patterns found
task234,outputs\current_6352_53_stack\overrides\task234.onnx,outputs\candidates\current_6352_53_zero_add_removed\task234_ZeroAddRemoved.onnx,348,348,0,4106,4106,0,0,0,no zero-add patterns found
task235,outputs\current_6352_53_stack\overrides\task235.onnx,outputs\candidates\current_6352_53_zero_add_removed\task235_ZeroAddRemoved.onnx,592,592,0,3142,3142,0,0,0,no zero-add patterns found
task236,outputs\current_6352_53_stack\overrides\task236.onnx,outputs\candidates\current_6352_53_zero_add_removed\task236_ZeroAddRemoved.onnx,3,3,0,623,623,0,0,0,no zero-add patterns found
task237,outputs\current_6352_53_stack\overrides\task237.onnx,outputs\candidates\current_6352_53_zero_add_removed\task237_ZeroAddRemoved.onnx,291,291,0,1637,1637,0,0,0,no zero-add patterns found
task238,outputs\current_6352_53_stack\overrides\task238.onnx,outputs\candidates\current_6352_53_zero_add_removed\task238_ZeroAddRemoved.onnx,4467,4467,0,12003,12003,0,0,0,no zero-add patterns found
task239,outputs\current_6352_53_stack\overrides\task239.onnx,outputs\candidates\current_6352_53_zero_add_removed\task239_ZeroAddRemoved.onnx,1284,1284,0,3315,3315,0,0,0,no zero-add patterns found
task240,outputs\current_6352_53_stack\overrides\task240.onnx,outputs\candidates\current_6352_53_zero_add_removed\task240_ZeroAddRemoved.onnx,60767,60767,0,48169,48169,0,0,0,no zero-add patterns found
task241,outputs\current_6352_53_stack\overrides\task241.onnx,outputs\candidates\current_6352_53_zero_add_removed\task241_ZeroAddRemoved.onnx,0,0,0,170,170,0,0,0,no zero-add patterns found
task242,outputs\current_6352_53_stack\overrides\task242.onnx,outputs\candidates\current_6352_53_zero_add_removed\task242_ZeroAddRemoved.onnx,398,398,0,1736,1736,0,0,0,no zero-add patterns found
task243,outputs\current_6352_53_stack\overrides\task243.onnx,outputs\candidates\current_6352_53_zero_add_removed\task243_ZeroAddRemoved.onnx,866,866,0,8229,8229,0,0,0,no zero-add patterns found
task244,outputs\current_6352_53_stack\overrides\task244.onnx,outputs\candidates\current_6352_53_zero_add_removed\task244_ZeroAddRemoved.onnx,425,425,0,4574,4574,0,0,0,no zero-add patterns found
task245,outputs\current_6352_53_stack\overrides\task245.onnx,outputs\candidates\current_6352_53_zero_add_removed\task245_ZeroAddRemoved.onnx,342,342,0,2751,2751,0,0,0,no zero-add patterns found
task246,outputs\current_6352_53_stack\overrides\task246.onnx,outputs\candidates\current_6352_53_zero_add_removed\task246_ZeroAddRemoved.onnx,1079,1079,0,3824,3824,0,0,0,no zero-add patterns found
task247,outputs\current_6352_53_stack\overrides\task247.onnx,outputs\candidates\current_6352_53_zero_add_removed\task247_ZeroAddRemoved.onnx,178,178,0,2060,2060,0,0,0,no zero-add patterns found
task248,outputs\current_6352_53_stack\overrides\task248.onnx,outputs\candidates\current_6352_53_zero_add_removed\task248_ZeroAddRemoved.onnx,9100,9100,0,8306,8306,0,0,0,no zero-add patterns found
task249,outputs\current_6352_53_stack\overrides\task249.onnx,outputs\candidates\current_6352_53_zero_add_removed\task249_ZeroAddRemoved.onnx,178,178,0,946,946,0,0,0,no zero-add patterns found
task250,outputs\current_6352_53_stack\overrides\task250.onnx,outputs\candidates\current_6352_53_zero_add_removed\task250_ZeroAddRemoved.onnx,371,371,0,14610,14610,0,0,0,no zero-add patterns found
task251,outputs\current_6352_53_stack\overrides\task251.onnx,outputs\candidates\current_6352_53_zero_add_removed\task251_ZeroAddRemoved.onnx,174,174,0,5106,5106,0,0,0,no zero-add patterns found
task252,outputs\current_6352_53_stack\overrides\task252.onnx,outputs\candidates\current_6352_53_zero_add_removed\task252_ZeroAddRemoved.onnx,996,996,0,3201,3201,0,0,0,no zero-add patterns found
task253,outputs\current_6352_53_stack\overrides\task253.onnx,outputs\candidates\current_6352_53_zero_add_removed\task253_ZeroAddRemoved.onnx,2407,2407,0,3510,3510,0,0,0,no zero-add patterns found
task254,outputs\current_6352_53_stack\overrides\task254.onnx,outputs\candidates\current_6352_53_zero_add_removed\task254_ZeroAddRemoved.onnx,918,918,0,4960,4960,0,0,0,no zero-add patterns found
task255,outputs\current_6352_53_stack\overrides\task255.onnx,outputs\candidates\current_6352_53_zero_add_removed\task255_ZeroAddRemoved.onnx,2016,2016,0,10246,10246,0,0,0,no zero-add patterns found
task256,outputs\current_6352_53_stack\overrides\task256.onnx,outputs\candidates\current_6352_53_zero_add_removed\task256_ZeroAddRemoved.onnx,339,339,0,4194,4194,0,0,0,no zero-add patterns found
task257,outputs\current_6352_53_stack\overrides\task257.onnx,outputs\candidates\current_6352_53_zero_add_removed\task257_ZeroAddRemoved.onnx,375,375,0,1369,1369,0,0,0,no zero-add patterns found
task258,outputs\current_6352_53_stack\overrides\task258.onnx,outputs\candidates\current_6352_53_zero_add_removed\task258_ZeroAddRemoved.onnx,800,800,0,880,880,0,0,0,no zero-add patterns found
task259,outputs\current_6352_53_stack\overrides\task259.onnx,outputs\candidates\current_6352_53_zero_add_removed\task259_ZeroAddRemoved.onnx,382,382,0,3882,3882,0,0,0,no zero-add patterns found
task260,outputs\current_6352_53_stack\overrides\task260.onnx,outputs\candidates\current_6352_53_zero_add_removed\task260_ZeroAddRemoved.onnx,525,525,0,3816,3816,0,0,0,no zero-add patterns found
task261,outputs\current_6352_53_stack\overrides\task261.onnx,outputs\candidates\current_6352_53_zero_add_removed\task261_ZeroAddRemoved.onnx,1000,1000,0,995,995,0,0,0,no zero-add patterns found
task262,outputs\current_6352_53_stack\overrides\task262.onnx,outputs\candidates\current_6352_53_zero_add_removed\task262_ZeroAddRemoved.onnx,206,206,0,903,903,0,0,0,no zero-add patterns found
task263,outputs\current_6352_53_stack\overrides\task263.onnx,outputs\candidates\current_6352_53_zero_add_removed\task263_ZeroAddRemoved.onnx,369,369,0,6815,6815,0,0,0,no zero-add patterns found
task264,outputs\current_6352_53_stack\overrides\task264.onnx,outputs\candidates\current_6352_53_zero_add_removed\task264_ZeroAddRemoved.onnx,6570,6570,0,9312,9312,0,0,0,no zero-add patterns found
task265,outputs\current_6352_53_stack\overrides\task265.onnx,outputs\candidates\current_6352_53_zero_add_removed\task265_ZeroAddRemoved.onnx,507,507,0,2076,2076,0,0,0,no zero-add patterns found
task266,outputs\current_6352_53_stack\overrides\task266.onnx,outputs\candidates\current_6352_53_zero_add_removed\task266_ZeroAddRemoved.onnx,4550,4550,0,3825,3825,0,0,0,no zero-add patterns found
